0,2500
2500,0
0,1954
1954,1
1,2500
2500,2500
2500,5
5,2500
2500,2500
2500,2500
2500,2500
2500,0
0,1
1,0
0,77
77,5
5,2500
2500,2500
2500,2500
2500,326
326,344
344,1102
1102,2500
2500,2500
2500,277
277,113
113,1695
1695,2500
2500,22
22,6
6,2500
2500,2500
2500,52
52,2500
2500,2500
2500,85
85,1284
1284,1191
1191,2500
2500,122
122,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,0
0,2500
2500,0
0,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,5
5,2500
2500,2500
2500,2500
2500,47
47,198
198,92
92,1204
1204,155
155,2500
2500,2500
2500,2500
2500,2500
2500,1948
1948,2500
2500,64
64,1288
1288,302
302,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,129
129,110
110,2500
2500,2500
2500,2500
2500,687
687,2500
2500,935
935,80
80,136
136,496
496,9
9,2500
2500,2500
2500,1078
1078,2500
2500,2500
2500,184
184,2500
2500,2500
2500,2500
2500,5
5,2500
2500,2500
2500,2500
2500,2500
2500,2429
2429,2500
2500,2500
2500,0
0,2500
2500,2500
2500,2500
2500,39
39,66
66,2500
2500,2500
2500,2500
2500,2500
2500,29
29,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,81
81,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,0
0,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,0
0,2500
2500,2500
2500,2500
2500,744
744,245
245,2500
2500,2500
2500,2500
2500,2500
2500,0
0,0
0,2500
2500,2500
2500,2500
2500,2500
2500,148
148,2500
2500,2500
2500,0
0,2389
2389,2500
2500,2500
2500,436
436,157
157,383
383,172
172,2500
2500,2500
2500,1671
1671,2230
2230,0
0,385
385,2500
2500,2500
2500,2500
2500,2500
2500,976
976,167
167,610
610,186
186,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,49
49,2500
2500,2500
2500,222
222,915
915,2500
2500,2500
2500,2500
2500,2500
2500,1114
1114,2500
2500,2500
2500,2500
2500,61
61,2500
2500,6
6,116
116,1748
1748,28
28,2500
2500,1151
1151,2500
2500,258
258,1197
1197,2500
2500,2190
2190,13
13,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,1558
1558,2500
2500,2500
2500,2500
2500,2500
2500,1
1,23
23,2500
2500,2500
2500,71
71,2500
2500,2500
2500,1415
1415,321
321,349
349,105
105,1131
1131,2500
2500,2500
2500,2
2,1288
1288,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,61
61,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,21
21,2500
2500,0
0,1
1,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,1340
1340,406
406,61
61,7
7,40
40,2500
2500,2500
2500,2500
2500,258
258,1810
1810,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2480
2480,2500
2500,1851
1851,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,40
40,2500
2500,2500
2500,2500
2500,2243
2243,9
9,344
344,77
77,1522
1522,59
59,1837
1837,2500
2500,396
396,47
47,2500
2500,2500
2500,2500
2500,2500
2500,2
2,2500
2500,21
21,2500
2500,39
39,2500
2500,0
0,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,387
387,62
62,2500
2500,406
406,1565
1565,2500
2500,2500
2500,2500
2500,1901
1901,2500
2500,2500
2500,2500
2500,1833
1833,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,40
40,129
129,344
344,2500
2500,2500
2500,2500
2500,2500
2500,85
85,2500
2500,182
